gender,number_of_followers,number_of_posts,average_likes,likes_to_followers
,24868,63,21.63,0.09
,12809,127,127.53,1
,20230,919,129.33,0.64
,28228,1037,110.13,0.39
female,7343,194,843.13,11.48
Female,384384,788,13704.13,3.57
,5097,95,119.3,2.34
,97630,357,1064.97,1.09
Female,24391,782,373.63,1.53
,30330,474,1746.83,5.76
,127300,635,7588.2,5.96
,102961,1171,2395.33,2.33
Female,209982,221,1896.1,0.9
Female,405464,2224,5333.6,1.32
,142959,1119,2706.93,1.89
Female,33254,1221,822.4,2.47
Female,33383,267,255.77,0.77
Female,743293,3924,7644.07,1.03
Female,102041,463,871.33,0.85
,99802,896,579.7,0.58
Female,280216,1414,4463.33,1.59
Female,13166,1617,348.87,2.65
male,8831,873,394.9,4.47
Female,62483,6349,475.8,0.76
,122026,4,250.75,0.21
Male,52245,958,327.67,0.63
Female,23834,301,553.73,2.32
,10951,103,160.27,1.46
,22185,349,242.17,1.09
Male,14947,632,620.3,4.15
Male,24103,958,649.3,2.69
Male,20249,499,724.43,3.58
Female,62966,950,1119.8,1.78
female,9944,162,151.33,1.52
Male,101366,714,2752.93,2.72
Male,10253,530,159.73,1.56
,65257,2015,523.2,0.8
,408548,1846,4694.57,1.15
Female,23663,901,926.53,3.92
Female,41506,671,145.8,0.35
,11507,29318,22.6,0.2
Female,22300,1210,1211.4,5.43
Female,35719,1179,562.57,1.57
Female,42398,301,1043.13,2.46
,18462,1716,33.8,0.18
,9770,195,82,0.84
,10078,131,372.67,3.7
Female,21561,982,1416.8,6.57
Female,23032,130,368.5,1.6
Female,52734,1103,511.07,0.97
Male,198983,851,4962.03,2.49
,23816,298,40.27,0.17
,9445,455,11.23,0.12
,151420,1413,2922.2,1.93
,16896,81,630.13,3.73
Male,16642,0,0,0
,27385,711,74.27,0.27
Male,30356,194,784.07,2.58
,15335,511,239.53,1.56
Male,81029,516,2688.83,3.32
Male,33673,957,691.57,2.05
,17846,2,1129,6.33
,13363,703,280.93,2.1
male,27835,82,528.93,1.9
Female,30104,619,598.73,1.99
,18705,377,68.93,0.37
,29097,914,1177.53,4.05
Male,16815,109,13.57,0.08
Female,56123,2245,242.37,0.43
Male,33862,35,541.67,1.6
,47300,78,149.23,0.32
,37013,609,923.27,2.49
,22140,166,540.2,2.44
,16070,130,1678.87,10.45
,5098,12,623,12.22
,31705,1344,385.37,1.22
Male,66396,717,1450.4,2.18
Male,204404,1983,4455.53,2.18
Female,179927,828,8978.83,4.99
Female,13186,484,239.93,1.82
,32966,410,684.63,2.08
,68463,164,13276.5,19.39
Male,42657,199,1514.73,3.55
,35911,1451,119.97,0.33
Male,107788,557,720.23,0.67
Female,135191,114,1240.27,0.92
Male,61917,1190,5306.13,8.57
Female,57799,718,2480.7,4.29
Female,1856078,3925,23074.4,1.24
,71904,131,1816.2,2.53
Male,18507,636,410.8,2.22
Female,23435,201,665.3,2.84
Female,14741,168,945.67,6.42
,59266,3279,2365.57,3.99
,18058,2633,109.17,0.6
Female,15580,1139,1037.43,6.66
female,6526,109,130.53,2
Female,33778,430,311.83,0.92
Male,31318,945,1587.13,5.07
female,6709,284,493.37,7.35
Male,143564,1077,4526.07,3.15
,20306,571,186.13,0.92
Male,52765,1930,783.2,1.48
Male,11251,171,1751.37,15.57
Male,12885,1368,154.3,1.2
male,14519,266,936,6.45
,23386,249,60.8,0.26
,17653,1627,464.97,2.63
Female,91804,2354,690.93,0.75
,112365,3944,801.5,0.71
,27172,432,204.43,0.75
Female,527824,511,7483.67,1.42
Male,58211,1383,1183.9,2.03
Female,34248,723,3055.57,8.92
,97052,215,3371.73,3.47
,5268,3267,85.4,1.62
Female,29726,263,2710.7,9.12
female,15456,2603,152.43,0.99
,31293,9712,78.77,0.25
female,5389,1670,975.03,18.09
Female,12857,2270,170.43,1.33
Female,41083,927,973.67,2.37
Female,43939,2442,3675.57,8.37
Female,109209,375,3787.47,3.47
,349152,2627,15379.23,4.4
,5003,34,57.5,1.15
Female,15950,277,154.03,0.97
Male,25128,688,534.4,2.13
Female,72867,616,2174.4,2.98
Female,18010,907,80.4,0.45
Female,17007,1719,673.1,3.96
,21273,43,23.33,0.11
Male,19343,498,380.7,1.97
Male,73831,1574,622.7,0.84
Female,469987,808,7847.47,1.67
,13377,156,1209.37,9.04
,14326,223,1086.73,7.59
,7847,202,898.67,11.45
,101278,2691,229.13,0.23
Male,20700,332,482.2,2.33
,13883,683,762.73,5.49
Male,13545,482,179.23,1.32
male,12171,141,1160.83,9.54
Female,55903,597,3990.93,7.14
,17380,141,329.6,1.9
Female,16159,334,806.63,4.99
Male,93235,2730,4393.97,4.71
Male,104158,2139,3203.23,3.08
Male,15373,232,118.57,0.77
,37630,1025,3085.93,8.2
Male,18264,693,263.97,1.45
Male,13147,408,150.67,1.15
,36397,1157,229.77,0.63
,20678,512,1304.43,6.31
,34687,589,411.67,1.19
Male,15121,492,130.33,0.86
,50009,408,240.63,0.48
,20020,2068,270.73,1.35
male,4903,174,44.4,0.91
,20604,2915,53.13,0.26
,30914,11270,15,0.05
,49411,10864,58.73,0.12
,27403,24,600.92,2.19
,60014,1494,1008.63,1.68
,78239,2118,1940.7,2.48
,14136,1255,46.23,0.33
Male,29843,147,2040,6.84
Male,227009,517,10892.8,4.8
Female,33443,449,824.3,2.46
,5617,81,144.23,2.57
,120419,2018,4754.27,3.95
Male,26419,830,270.4,1.02
Female,21413,2810,648.37,3.03
Female,9391,5,392.8,4.18
female,43617,169,182.83,0.42
Male,68427,135,709.53,1.04
,19676,324,555.6,2.82
,9154,10,23.7,0.26
,80384,1677,527,0.66
,226075,4498,1837.07,0.81
,9386,1785,214.7,2.29
,10553,252,190.67,1.81
,545387,3191,9354.43,1.72
,5164,109,53.23,1.03
,42888,710,174.97,0.41
,30436,135,2216.2,7.28
female,78460,37,983.57,1.25
,198821,333,441.5,0.22
Male,10049,35,843.23,8.39
,15725,688,169.13,1.08
,395676,2046,2307.43,0.58
Male,26436,6234,199.3,0.75
,10412,288,94.97,0.91
,15094,1256,249.53,1.65
,26980,330,77.87,0.29
Female,70269,339,33.67,0.05
Female,18645,153,244.67,1.31
Female,71094,4907,769.57,1.08
Female,33762,196,905.87,2.68
,44595,143,438.5,0.98
Male,39306,1660,202,0.51
Male,24501,93,2217.2,9.05
Female,55269,3527,1252.5,2.27
Female,22213,1560,649.23,2.92
Female,51142,2260,844.27,1.65
Female,20737,1603,1055.7,5.09
,57784,68,5403.03,9.35
Female,13762,393,208.23,1.51
,17612,1280,273.77,1.55
,111132,305,1530.57,1.38
,24049,688,514.7,2.14
,188270,16508,2440.6,1.3
,61948,113,222.33,0.36
,70709,2810,1930.97,2.73
,89419,8661,828.2,0.93
Female,70194,2963,670.37,0.96
,61495,857,1226.57,1.99
Male,10706,769,173.8,1.62
Female,19727,1709,47.13,0.24
Female,34053,228,299.27,0.88
,12529,341,91.93,0.73
,34220,15,487.73,1.43
Male,22290,250,817.93,3.67
,48551,937,1270.43,2.62
Female,10379,143,106.47,1.03
,12731,5891,45.73,0.36
Female,180243,1235,2719.33,1.51
Female,13209,138,788.4,5.97
Female,13741,3870,97.8,0.71
,33518,310,7022.13,20.95
,48384,4252,247.9,0.51
Female,61534,1529,293.93,0.48
,47015,1302,2510.83,5.34
Female,42505,326,589.6,1.39
,18071,5248,80.47,0.45
Female,13201,517,221.4,1.68
Female,16972,167,318.7,1.88
,9663,1034,432.97,4.48
,20077,617,794.53,3.96
Female,15575,2054,105.47,0.68
,22843,321,46.27,0.2
,10346,298,47.8,0.46
,66852,1121,1490.37,2.23
,18117,1611,163.5,0.9
,36619,892,160.6,0.44
male,10102,167,845.93,8.37
,23270,201,3363.57,14.45
,15100,31,4353.13,28.83
,11093,410,113.37,1.02
,17198,1569,71.27,0.41
,27880,481,30.23,0.11
Male,58934,279,1300.37,2.21
Female,15894,747,771.47,4.85
Female,13700,1411,59.27,0.43
,6744,183,75.2,1.12
,96082,2523,394.53,0.41
,70345,676,2958.73,4.21
,13346,422,64.03,0.48
female,7625,161,791,10.37
Male,129330,182,4332.5,3.35
,9630,633,265.93,2.76
Female,12600,20,9.3,0.07
,26737,631,190.77,0.71
Female,135423,347,3747.1,2.77
Male,518429,144,193.5,0.04
,50574,87,23.7,0.05
,67909,1106,600.23,0.88
,26489,351,720.17,2.72
,40916,828,766,1.87
Male,323957,403,7504.73,2.32
Male,22985,485,876.4,3.81
Male,12520,142,599.23,4.79
Male,26407,1174,1263.6,4.79
,10319,239,735.97,7.13
Female,44142,529,175.1,0.4
,917222,242,47745.83,5.21
,107768,512,13780.8,12.79
,20008,1895,1054.9,5.27
,12397,3191,17.03,0.14
,9451,80,800.5,8.47
Female,24992,591,173.3,0.69
Male,23204,988,698.13,3.01
,13100,542,70.83,0.54
,26239,742,1547.77,5.9
Female,10968,574,88.67,0.81
Female,16027,3908,278.97,1.74
Male,15538,530,263.97,1.7
Male,19010,206,613.07,3.22
,39483,400,2112.23,5.35
Female,46636,1004,307.5,0.66
,6635,1335,40.13,0.6
,20076,1080,1360.73,6.78
Female,36439,315,176.87,0.49
,20731,2115,56.57,0.27
,68872,1018,1717.27,2.49
Female,79236,482,5193.03,6.55
,144814,8563,347.03,0.24
Male,14430,3273,49.4,0.34
Female,12263,244,369.1,3.01
Female,51585,29,538.24,1.04
Male,44322,1794,1506.43,3.4
,17758,493,776.73,4.37
Female,24946,694,546.03,2.19
Female,12869,236,344,2.67
male,10265,639,437.33,4.26
Female,35884,1138,2312.7,6.44
,16808,297,507.63,3.02
,11121,426,184.23,1.66
,57934,2316,632.7,1.09
Female,14718,549,107.97,0.73
,7493,311,648.97,8.66
Female,18562,1953,384.53,2.07
Female,73321,1036,786,1.07
,14987,1174,41.37,0.28
Female,18364,47,760.2,4.14
Female,12800,420,382.17,2.99
Female,12798,532,351.57,2.75
Female,190813,7364,1377,0.78
female,5659,826,1132.93,20.02
Female,11147,27,1150.74,10.32
Female,43812,538,1537.5,3.51
Female,97001,2359,1596.73,1.65
,26112,692,1085.13,4.16
Female,25449,2197,99.03,0.39
Female,41378,4198,539.1,1.3
Female,14873,974,199.7,1.34
Female,33733,1876,35.97,0.11
,20380,3180,753.13,3.7
Female,24245,893,718.23,2.96
Female,18267,922,47.63,0.26
female,55068,605,935.4,1.7
Female,34426,846,767.6,2.23
,10377,1329,33.57,0.32
Female,19553,1174,489.4,2.5
Female,1385870,968,12777.03,0.92
Female,13705,725,147.4,1.08
,302482,857,7857.3,2.6
Female,34572,3824,519.87,1.5
,22910,397,1107.03,4.83
,31204,824,1182.8,3.79
Male,12732,925,195.53,1.54
,36034,905,584.53,1.62
Female,25338,364,1118.43,4.41
Female,91885,23,264,0.29
,23251,326,1426.67,6.14
Female,11581,189,388.77,3.36
,38180,2278,834.4,2.19
Female,40099,341,494.7,1.23
Female,4300586,6629,26625.83,0.62
,17438,0,0,0
Male,37258,1429,750.8,2.02
,15079,137,170.53,1.13
,283598,194,3421.63,1.21
,10826,152,59.73,0.55
,6371,460,463.03,7.27
Male,32610,505,2028.53,6.22
,19018,1436,1174.25,6.17
,10980,336,129.5,1.18
female,6253,397,561.07,8.97
Male,25252,438,187.3,0.74
,104797,1074,1753,1.67
,72586,1008,2568.1,3.54
male,10143,230,451.13,4.45
,149833,367,2495.1,1.67
Male,67957,313,1517.5,2.23
Female,20654,357,785.47,3.8
,86821,11,1933.55,2.23
Male,59979,333,1232.27,2.05
Male,238510,232,13213.93,5.54
,269862,517,9450.8,3.5
,325740,482,16637.07,5.11
Male,19662,78,470.17,2.39
Male,37132,188,1157.97,3.12
,19636,211,587.03,2.99
Male,112015,348,2355.5,2.1
Female,149543,341,3864.4,2.58
Female,516911,513,19522.37,3.78
,121051,641,4194.87,3.47
Male,1955133,2331,24383.77,1.25
Male,318637,513,12897.77,4.05
Male,62009,244,952.87,1.54
,65998,4799,339.57,0.51
,13537,246,199.73,1.48
Male,27972,975,664.17,2.37
,15120,1936,168.5,1.11
Male,61655,944,1061.47,1.72
Male,234652,2201,1295.63,0.55
,164959,1352,3716.7,2.25
,18679,42,3.5,0.02
Male,86948,2938,1195.2,1.37
male,11287,92,241.67,2.14
Male,23260,427,48.53,0.21
,81740,1882,517.47,0.63
Male,48139,390,1187.53,2.47
Male,41012,148,650.87,1.59
Male,32238,365,1199.47,3.72
Female,19173,915,153.73,0.8
,10494,367,215.4,2.05
,6710,1029,41.03,0.61
,82940,1112,1407.17,1.7
,37450,1256,557.57,1.49
,19651,341,186.13,0.95
Male,321849,1620,3603.1,1.12
Male,56303,2096,1748.1,3.1
,21469,600,171.9,0.8
Male,96708,3003,638.67,0.66
,5287,2706,45.37,0.86
Female,23003,811,460.87,2
Male,16458,1595,334.37,2.03
Female,20878,134,1063,5.09
male,21635,685,652.83,3.02
,16997,1357,217.7,1.28
,12140,0,0,0
Male,13076,3773,212,1.62
Male,18739,1896,183.37,0.98
Male,12683,1161,254.1,2
Male,51777,4653,50.97,0.1
,148662,5902,1040.63,0.7
Male,13238,1092,29.23,0.22
,11002,97,265.37,2.41
Female,446510,2056,10218.53,2.29
Female,9877,405,218.6,2.21
,15258,1735,105.43,0.69
,22646,2066,627.4,2.77
,12484,365,463.2,3.71
Female,11142,330,355.27,3.19
Female,111092,1559,1490.43,1.34
,13923,3178,196.03,1.41
,34287,225,164.2,0.48
Female,334875,2336,5953.9,1.78
,181347,5003,4465.13,2.46
Female,26509,158,1186.67,4.48
Male,20509,1092,581.3,2.83
Female,19971,5118,29.03,0.15
,17945,1526,140.07,0.78
Female,42534,6224,182.47,0.43
,34582,252,548.73,1.59
,15410,6859,88.9,0.58
,14188,30,160.47,1.13
male,10716,35,191.37,1.79
Female,22579,279,1032.73,4.57
Female,20111,820,744.33,3.7
,57811,615,1366.57,2.36
Female,26221,1507,2179.57,8.31
,10733,102,1368.93,12.75
Female,123429,3194,387.03,0.31
,17982,263,310.5,1.73
,52334,581,1017.5,1.94
,13190,796,27.03,0.2
female,402858,939,7338.3,1.82
,40589,829,727.37,1.79
Male,18195,1648,560.93,3.08
,308370,3549,5235.73,1.7
,84099,424,133.37,0.16
Male,21365,2012,396.17,1.85
Male,97133,4406,75.67,0.08
Male,23962,1004,785.57,3.28
Female,22362,945,157.23,0.7
,10286,229,275.27,2.68
,19786,619,1095.9,5.54
female,6359,1235,368.4,5.79
female,23415,323,3369.83,14.39
,121164,19,2281.63,1.88
,31617,1948,979.77,3.1
Male,34506,1062,326.43,0.95
Female,713586,2260,40048,5.61
Female,262487,258,9491.93,3.62
Male,1360161,57,59042.83,4.34
Female,62336,1185,1199.2,1.92
Female,15482,436,783.5,5.06
Male,30171,102,2472.23,8.19
Male,9701,52,10.07,0.1
Male,13149,430,76.9,0.58
,18102,2,816.5,4.51
,21258,1120,343.73,1.62
Male,23364,2913,219.03,0.94
Male,20740,660,875.57,4.22
Female,16034,442,304.67,1.9
Female,16991,1016,509.5,3
Male,13992,197,201.73,1.44
Male,18829,6519,114.9,0.61
,28781,91,33.13,0.12
Female,10539,26,184.35,1.75
Female,107816,60,5588.83,5.18
Female,32943,2929,94.43,0.29
Female,21686,263,886.53,4.09
,11910,0,0,0
,17883,427,165.4,0.92
Male,31792,1398,894.87,2.81
Female,116233,1658,3573.6,3.07
Male,2215801,67,47702.1,2.15
,691897,22,5698.83,0.82
,20502,790,355.63,1.73
,78172,1428,849.2,1.09
Male,12051,1522,40.77,0.34
Male,153275,9887,254.4,0.17
,34071,1784,1499.9,4.4
Male,82748,1225,1233.23,1.49
,179701,8587,745.73,0.41
,27829,979,601.23,2.16
Female,16390,3026,396.1,2.42
Female,32354,1400,1794.97,5.55
Female,317332,1230,11608.9,3.66
Female,116702,2026,5030.13,4.31
Female,20800,954,186.43,0.9
Female,411369,1530,6709.37,1.63
Female,70239,2194,3673,5.23
Male,24645,0,0,0
,5031,1266,110,2.19
Male,16268,2173,24.4,0.15
Male,11341,426,237.27,2.09
,29657,751,1844.57,6.22
Female,253823,529,9828,3.87
,10026,324,170.67,1.7
Male,12039,197,1156.27,9.6
Male,25445,1297,1172.57,4.61
male,5135,3875,34.07,0.66
Female,21844,1254,381.4,1.75
Female,28599,502,379.93,1.33
,15353,143,106.83,0.7
,12452,170,327.27,2.63
,169161,1642,6715.3,3.97
Female,11315,1034,147.53,1.3
,7731,2044,704.03,9.11
Male,450058,1417,18477.63,4.11
,15478,89,2038.67,13.17
,37046,794,2042.03,5.51
Female,24172,300,1724.77,7.14
Male,21731,714,982.97,4.52
male,43803,568,3095,7.07
,8204,211,119.4,1.46
,17299,1242,148.43,0.86
,22468,496,685.33,3.05
Male,29360,506,949.27,3.23
female,45975,286,1453.97,3.16
,9114,755,792.83,8.7
,18457,1024,239,1.29
,13405,929,230.27,1.72
Male,31185,432,1103.17,3.54
Male,22452,525,254.6,1.13
Male,43529,402,1460.57,3.36
Male,38974,607,640.57,1.64
,43642,259,264.13,0.61
,66142,2309,304.07,0.46
,49008,1155,234.23,0.48
,52435,8067,149.5,0.29
Male,85063,324,4089.33,4.81
Male,80990,312,1179.43,1.46
Male,17359,204,986.27,5.68
Male,25046,388,502.5,2.01
Female,100349,4071,374.27,0.37
Male,72550,201,1469.53,2.03
Male,22486,41,420.83,1.87
Male,44285,1627,760.87,1.72
male,107989,290,5951.6,5.51
Male,25796,464,669.43,2.6
,33017,271,1172.8,3.55
,80193,567,4382.6,5.47
Male,249171,2636,1265.87,0.51
Female,716519,2735,4216.77,0.59
,5629,1554,202.97,3.61
Female,20481,17,93.94,0.46
Male,1915477,74,73861.1,3.86
Male,25643,44,1426.1,5.56
Male,33257,1697,660.57,1.99
Female,67337,127,235.33,0.35
,60271,349,6692.6,11.1
Female,80489,916,1732.9,2.15
female,12472,376,448.8,3.6
,140692,20,844.75,0.6
female,8965,398,229,2.55
Female,41666,435,1634.3,3.92
,128113,221,9585.9,7.48
,38222,6350,97.27,0.25
Male,36776,287,2406.93,6.54
Male,66384,2404,2524.67,3.8
Female,68705,1103,7219.57,10.51
,17315,53,801.73,4.63
Female,12091,1729,111,0.92
,66281,2527,189.47,0.29
,53607,3705,82.63,0.15
Female,17584,1161,201.53,1.15
,22121,408,290.47,1.31
,23891,512,408.33,1.71
,33905,990,416.37,1.23
Male,12901,398,336.37,2.61
Female,22793,725,466.63,2.05
,13143,70,131.9,1
Female,14871,936,435.83,2.93
,18695,510,779.47,4.17
Female,25215,1149,40.57,0.16
female,7932,1010,102,1.29
,5123,185,13.1,0.26
Female,22528,598,475.67,2.11
Female,37164,540,3287.57,8.85
Male,22941,42,134.9,0.59
,69366,7039,906.4,1.31
,31833,1159,1109.83,3.49
,19161,977,263.23,1.37
Male,39219,256,890.43,2.27
Female,35356,598,2238.03,6.33
,39693,554,2204.37,5.55
male,8711,36,414.5,4.76
,13749,808,87.93,0.64
,14370,1691,236.53,1.65
,16905,3266,184.73,1.09
Male,53914,635,1229.37,2.28
Female,57366,1411,1729.7,3.02
Female,9564,1,423,4.42
Male,18761,305,2672.4,14.24
female,8256,3650,494.5,5.99
,22825,440,30.9,0.14
Female,13370,2032,796.2,5.96
,43901,143,567.53,1.29
,18145,58,80.23,0.44
166720,732,2.99,https://scontent.cdninstagram.com/vp/54f56ca41d2b1d72618e02ef1629a32d/5B6BC8A6/t51.2885-19/s150x150/15876599_173185016494159_869797956239228928_a.jpg,❤BUY A COPY HERE:❤ www.aotearotica.co.nz/shop Global shipping.
,19263,78,1281.8,6.65
,253424,4382,2231.53,0.88
Female,153457,458,405.23,0.26
Female,84181,283,1651.97,1.96
Male,15422,160,226.4,1.47
Male,24785,1000,225.6,0.91
,35649,3871,1002.3,2.81
,3032374,4820,58165.43,1.92
Female,87532,3115,1140.7,1.3
,57978,5270,745.43,1.29
Male,16921,327,276.37,1.63
Female,39026,2847,971.3,2.49
,14164,1932,453.87,3.2
Male,24496,479,856.83,3.5
Male,24899,5775,18.17,0.07
Female,30328,902,269.57,0.89
Female,15995,584,724.27,4.53
,84542,98,2191.1,2.59
Male,375171,311,3704.37,0.99
,134437,946,3535.93,2.63
Female,3139251,6560,32134.33,1.02
,374118,2503,14833.3,3.96
,65901,115,4177.67,6.34
,20136,335,215.4,1.07
,49713,885,1201.53,2.42
Female,108913,6795,4189.4,3.85
female,35941,1284,233.07,0.65
Female,10516,3155,125.5,1.19
,26465,1036,1911.77,7.22
Female,10044,509,233.37,2.32
,20160,473,1162.53,5.77
,5375,1235,305.7,5.69
,4964,209,278.7,5.61
Male,27275,289,215.6,0.79
,74868,975,2781.13,3.71
Male,15279,295,1506.4,9.86
Male,869701,2234,6699.47,0.77
,39126,2797,563.47,1.44
Male,129533,2920,5909.43,4.56
Male,17507,760,425.1,2.43
male,8058,332,406.67,5.05
Male,13810,138,60.27,0.44
,448243,301,27923.63,6.23
,23508,107,12,0.05
,34614,531,1712.77,4.95
Female,17208,294,1184.17,6.88
Female,106403,735,10100,9.49
Male,15492,232,1161.97,7.5
,23545,732,261.3,1.11
,16479,1562,698.47,4.24
Male,215310,637,2278.7,1.06
,88146,7633,2231.6,2.53
,86609,2279,1209.7,1.4
,9677,1899,32.23,0.33
,21066,948,306.73,1.46
,21471,482,563.43,2.62
Female,18715,439,269.27,1.44
female,10824,1907,933.4,8.62
Female,21409,4888,1343.67,6.28
Female,10104,345,402.67,3.99
Female,81948,267,1330.83,1.62
Male,19408,71,1705.57,8.79
Female,109235,183,8108.57,7.42
Female,38507,4154,2115.33,5.49
Female,177009,896,2693.9,1.52
Female,81924,6028,369.73,0.45
Female,12660,725,999,7.89
Female,9378,693,292.53,3.12
Female,30120,2469,317.4,1.05
Female,18724,843,322.77,1.72
Female,64093,154,1550.17,2.42
,95293,23,123.7,0.13
,14334,61,1388.53,9.69
Female,54570,95,6169.23,11.31
Female,30342,1352,295.37,0.97
Female,891871,1084,36965.6,4.14
Female,918931,484,28238.8,3.07
Female,57318,453,380.93,0.66
Female,39813,351,638.4,1.6
Female,86303,542,1761.67,2.04
,17667,760,677.4,3.83
Male,39227,281,196.77,0.5
Female,9577,1012,160.9,1.68
,16432,809,414.6,2.52
Female,113386,370,1957.3,1.73
,12054,84,1544.13,12.81
Female,18024,348,439.87,2.44
,189621,39,2206.57,1.16
female,9994,146,352.63,3.53
Female,20936,408,1383,6.61
Female,70654,885,860.97,1.22
Female,34462,1499,1802.53,5.23
Female,106326,179,1334.23,1.25
,88880,1442,16156.2,18.18
Female,62053,1503,3519.57,5.67
Female,44293,15,4269.13,9.64
Female,10501,329,730.43,6.96
Female,137552,719,2564.77,1.86
Female,60291,112,2829.6,4.69
Female,38977,831,2343.03,6.01
Female,281417,3283,3479.97,1.24
,77986,1291,4567.33,5.86
,188420,406,3398.87,1.8
Male,116580,67,7589.67,6.51
female,4950,707,206.1,4.16
Male,31379,26,2903.46,9.25
,33357,22,1665.05,4.99
Female,17053,147,1542.73,9.05
Male,92337,1105,477.9,0.52
,13219,6,98,0.74
Male,77016,4250,768.83,1
,13553,1313,36.3,0.27
Male,11131,878,81.17,0.73
Male,11770,592,316.13,2.69
Female,13140,457,701.8,5.34
Female,126105,777,5644.57,4.48
,12550,555,86.97,0.69
Male,50063,935,625.87,1.25
,20785,406,160,0.77
,5798,168,125.23,2.16
,20418,240,529.95,2.6
Female,28509,385,1191.57,4.18
,117392,1705,3821.73,3.26
Female,20581,2797,619,3.01
Female,26344,319,1470.23,5.58
,24046,84,564.8,2.35
Male,50688,971,311.2,0.61
Female,54837,1045,2672.63,4.87
Male,15667,537,175.3,1.12
,18623,8,118.25,0.63
,30754,6956,65.9,0.21
Male,71907,303,7102.9,9.88
Female,326327,2981,2659.27,0.81
Female,447053,1635,11618.43,2.6
Female,1086779,19645,2352.87,0.22
,16564,685,160.03,0.97
,10780,508,63,0.57
Female,6184222,4597,215388.27,3.48
,15352,252,255.53,1.66
,269446,5614,965.07,0.36
Female,20563,2147,184.37,0.9
,82822,12441,123.17,0.15
,76361,169,262.2,0.34
Female,33514,973,355,1.06
,24298,8412,78.73,0.32
,9934,56,866.8,8.73
Female,233697,2919,8754.57,3.75
female,5818,228,601.07,10.33
,21407,1534,380.8,1.78
Female,43328,1514,938.13,2.17
Female,10910,2063,26.03,0.24
,14248,1592,100.47,0.71
,59932,284,5265.3,8.79
,14968,2041,85.63,0.57
Female,16171,232,676.83,4.19
Male,40202,944,308.3,0.77
Female,23989,695,184.53,0.77
,11262,121,524,4.65
Male,41394,465,179.6,0.43
Male,25453,1425,1959.57,7.7
male,30611,29,1381.45,4.51
Female,14341,52,1512.17,10.54
,5808,557,100.6,1.73
,17840,186,903.27,5.06
Female,14035,1349,115.33,0.82
male,5393,117,87.27,1.62
,34336,588,244.53,0.71
Female,65813,355,1535.83,2.33
,13616,581,12.73,0.09
Female,358823,1115,11479.03,3.2
,11015,583,133.23,1.21
Male,17492,585,91.97,0.53
,17685,2161,242.9,1.37
Male,24224,259,958.07,3.96
Male,37589,269,3229.87,8.59
Male,18210,114,169.03,0.93
Female,40188,986,1854.8,4.62
Female,19188,11,1450,8.2
Female,15462,451,1452.83,9.4
Male,33165,363,387.03,1.17
Male,17294,666,196.97,1.14
,22061,1755,462.47,2.1
,325845,3807,1356.4,0.42
male,32029,118,1672.6,5.22
Female,54925,483,2111.43,3.84
Male,14129,135,985.3,6.97
,23391,457,242.1,1.04
Female,24654,356,192.07,0.78
,716396,572,57345.03,8
Male,447123,1659,8127.27,1.82
,7067,128,25.37,0.36
,28138,662,621.57,2.21
,268244,1585,8844,3.3
,402863,1712,15224.43,3.78
Male,20072,188,284.47,1.42
Male,270191,55,36700.47,13.58
Female,670597,2005,7349.83,1.1
Male,19726,32,1111.2,5.63
,23663,681,428.4,1.81
,34056,25,4025.2,11.82
Male,13092,321,231.6,1.77
Male,25830,1180,1660.5,6.43
male,11051,22,299.59,2.71
Male,18339,51,320.73,1.75
Male,41604,380,330.97,0.8
Male,10250,49,1685.6,16.44
Male,83996,1162,2142.97,2.55
Male,39906,1347,148.67,0.37
Female,17954,149,1002.1,5.58
Male,21203,344,429.83,2.03
Female,46345,599,758.43,1.64
,175091,692,18229.63,10.41
Male,212893,793,23738.63,11.15
